美女赏析,#genre#
遇见旗袍,http://em.21dtv.com/songs/60165457.mkv
夜将至,http://em.21dtv.com/songs/60166802.mkv
月亮粑粑,http://em.21dtv.com/songs/60147415.mkv
雁南飞,http://em.21dtv.com/songs/60079016.mkv
长安故事,http://em.21dtv.com/songs/60137721.mkv
逐梦令,http://em.21dtv.com/songs/60065501.mkv
致情人,http://em.21dtv.com/songs/60109427.mkv

林宥嘉,#genre#
4号病房,http://em.21dtv.com/songs/60084688.mkv
爱不释手,http://em.21dtv.com/songs/60007021.mkv
爱的恋歌,http://em.21dtv.com/songs/60069175.mkv
爱的旅途,http://em.21dtv.com/songs/60007315.mkv
爱的生还者,http://em.21dtv.com/songs/60007362.mkv
爱得太狂(无原唱),http://em.21dtv.com/songs/60007152.mkv
暗恋,http://em.21dtv.com/songs/60009376.mkv
爱你的翅膀,http://em.21dtv.com/songs/60082498.mkv
爱你的心留在冬季,http://em.21dtv.com/songs/60007880.mkv
爱情的背影,http://em.21dtv.com/songs/60074428.mkv
爱情路口,http://em.21dtv.com/songs/60137729.mkv
爱情是圆的,http://em.21dtv.com/songs/60008387.mkv
爱情无用,http://em.21dtv.com/songs/60008417.mkv
爱上孤独的男人,http://em.21dtv.com/songs/60008641.mkv
爱上孤独男人,http://em.21dtv.com/songs/60089348.mkv
爱是寂寞的一场戏,http://em.21dtv.com/songs/60061016.mkv
爱我,http://em.21dtv.com/songs/60079942.mkv
阿佤新歌,http://em.21dtv.com/songs/60088442.mkv
爱一步恨一步,http://em.21dtv.com/songs/60009030.mkv
爱着爱到死,http://em.21dtv.com/songs/60009226.mkv
爱在夕阳下,http://em.21dtv.com/songs/60009203.mkv
彼岸,http://em.21dtv.com/songs/60010393.mkv
不甘心不放手,http://em.21dtv.com/songs/60091360.mkv
不换,http://em.21dtv.com/songs/60095311.mkv
不回头的逃兵,http://em.21dtv.com/songs/60011150.mkv
不会再有的错,http://em.21dtv.com/songs/60011165.mkv
伯乐,http://em.21dtv.com/songs/60010922.mkv
别来烦我,http://em.21dtv.com/songs/60100205.mkv
白龙马,http://em.21dtv.com/songs/60101393.mkv
背叛无所谓,http://em.21dtv.com/songs/60137730.mkv
背叛自己,http://em.21dtv.com/songs/60091362.mkv
不让我的眼泪陪我过夜(演唱会),http://em.21dtv.com/songs/60011314.mkv
别让鲜花变干花,http://em.21dtv.com/songs/60074691.mkv
别让友谊的小船说翻就翻,http://em.21dtv.com/songs/60123667.mkv
病态,http://em.21dtv.com/songs/60010880.mkv
别无所求,http://em.21dtv.com/songs/60081355.mkv
冰雨(演唱会),http://em.21dtv.com/songs/60010857.mkv
白昼之月,http://em.21dtv.com/songs/60131548.mkv
冲不破情网,http://em.21dtv.com/songs/60012838.mkv
此地不留爷,http://em.21dtv.com/songs/60099294.mkv
宠儿,http://em.21dtv.com/songs/60127102.mkv
残酷月光(演唱会),http://em.21dtv.com/songs/60011997.mkv
沉迷,http://em.21dtv.com/songs/60012502.mkv
沉默的祝福,http://em.21dtv.com/songs/60012512.mkv
成全,http://em.21dtv.com/songs/60166269.mkv
城外红药,http://em.21dtv.com/songs/60169396.mkv
唱响天籁,http://em.21dtv.com/songs/60103973.mkv
独白,http://em.21dtv.com/songs/60082855.mkv
第二次恋人,http://em.21dtv.com/songs/60061151.mkv
断跟的高跟鞋,http://em.21dtv.com/songs/60015920.mkv
点亮,http://em.21dtv.com/songs/60098491.mkv
点亮(HD),http://em.21dtv.com/songs/10012797.mkv
帝女花,http://em.21dtv.com/songs/60015148.mkv
兜圈,http://em.21dtv.com/songs/60116963.mkv
多情人都把灵魂给了谁,http://em.21dtv.com/songs/60016168.mkv
倒数,http://em.21dtv.com/songs/60137728.mkv
带自己去旅行,http://em.21dtv.com/songs/60075095.mkv
耳朵,http://em.21dtv.com/songs/60088095.mkv
飞,http://em.21dtv.com/songs/60167984.mkv
feeling me,http://em.21dtv.com/songs/60073205.mkv
粉红女人,http://em.21dtv.com/songs/60081934.mkv
封杀我的爱,http://em.21dtv.com/songs/60017539.mkv
风雨爱人,http://em.21dtv.com/songs/60017400.mkv
翻越高山,http://em.21dtv.com/songs/60163861.mkv
风中的承诺,http://em.21dtv.com/songs/60151053.mkv
翻转坏未来,http://em.21dtv.com/songs/60066984.mkv
敢爱,http://em.21dtv.com/songs/60096801.mkv
敢爱(HD),http://em.21dtv.com/songs/10012795.mkv
刚好的伤口,http://em.21dtv.com/songs/60168485.mkv
感同身受,http://em.21dtv.com/songs/60018070.mkv
红尘,http://em.21dtv.com/songs/60020755.mkv
好好努力,http://em.21dtv.com/songs/60020035.mkv
华丽的牢笼,http://em.21dtv.com/songs/60101568.mkv
黑玫瑰,http://em.21dtv.com/songs/60020528.mkv
好人好者,http://em.21dtv.com/songs/60069450.mkv
还是选择放手,http://em.21dtv.com/songs/60116926.mkv
扞卫爱情,http://em.21dtv.com/songs/60070728.mkv
好想嫁给他,http://em.21dtv.com/songs/60020199.mkv
坏与更坏,http://em.21dtv.com/songs/60124127.mkv
戒掉坚强,http://em.21dtv.com/songs/60083162.mkv
举得起放袜落,http://em.21dtv.com/songs/60024713.mkv
减肥,http://em.21dtv.com/songs/60023227.mkv
金粉世家,http://em.21dtv.com/songs/60109459.mkv
将军泪,http://em.21dtv.com/songs/60166960.mkv
加林赛部落,http://em.21dtv.com/songs/60022965.mkv
寂寞方舟,http://em.21dtv.com/songs/60097432.mkv
寂寞咖啡,http://em.21dtv.com/songs/60069491.mkv
纪念品,http://em.21dtv.com/songs/60099341.mkv
激情的代价,http://em.21dtv.com/songs/60022540.mkv
巨人的肩膀,http://em.21dtv.com/songs/60132612.mkv
今天不回家,http://em.21dtv.com/songs/60023831.mkv
解药,http://em.21dtv.com/songs/60023686.mkv
今夜想起你,http://em.21dtv.com/songs/60083177.mkv
快,http://em.21dtv.com/songs/60061340.mkv
口的形状,http://em.21dtv.com/songs/60100894.mkv
苦海女神龙,http://em.21dtv.com/songs/60025600.mkv
看见什么吃什么,http://em.21dtv.com/songs/60025088.mkv
渴望明天好天气,http://em.21dtv.com/songs/60025371.mkv
来不及,http://em.21dtv.com/songs/60076304.mkv
来不及说爱你(演唱会),http://em.21dtv.com/songs/60025965.mkv
泪的小雨,http://em.21dtv.com/songs/60026521.mkv
浪费,http://em.21dtv.com/songs/60070866.mkv
冷风吹,http://em.21dtv.com/songs/60164927.mkv
两个人的世界,http://em.21dtv.com/songs/60027248.mkv
浪花,http://em.21dtv.com/songs/60026213.mkv
菱花镜,http://em.21dtv.com/songs/60027443.mkv
梨花泪,http://em.21dtv.com/songs/60026811.mkv
罗密欧与茱丽叶,http://em.21dtv.com/songs/60028033.mkv
浪人,http://em.21dtv.com/songs/60143193.mkv
离人愁,http://em.21dtv.com/songs/60153989.mkv
蜡烛光与青地砖,http://em.21dtv.com/songs/60143194.mkv
Macaron,http://em.21dtv.com/songs/60111990.mkv
梦伴,http://em.21dtv.com/songs/60029479.mkv
梦红楼,http://em.21dtv.com/songs/60062607.mkv
迷梦,http://em.21dtv.com/songs/60162878.mkv
美妙生活,http://em.21dtv.com/songs/60061419.mkv
某年某月,http://em.21dtv.com/songs/60030494.mkv
勉强幸福,http://em.21dtv.com/songs/60068494.mkv
蓦然,http://em.21dtv.com/songs/60030453.mkv
明天你是否依然爱我,http://em.21dtv.com/songs/60030201.mkv
没有明天没有你,http://em.21dtv.com/songs/60028800.mkv
明知道,http://em.21dtv.com/songs/60097015.mkv
明知道(HD),http://em.21dtv.com/songs/10012796.mkv
你的泪光,http://em.21dtv.com/songs/60069652.mkv
你的眼睛,http://em.21dtv.com/songs/60031652.mkv
逆风顺风,http://em.21dtv.com/songs/60032603.mkv
念旧(故事情节),http://em.21dtv.com/songs/60101569.mkv
你那么爱她,http://em.21dtv.com/songs/60031935.mkv
那片海海海,http://em.21dtv.com/songs/60096214.mkv
男人的一半是女人,http://em.21dtv.com/songs/60062608.mkv
男人坏,http://em.21dtv.com/songs/60062609.mkv
那首歌,http://em.21dtv.com/songs/60030772.mkv
你什么时候能爱我像爱自己一样,http://em.21dtv.com/songs/60031987.mkv
女神受了伤,http://em.21dtv.com/songs/60086748.mkv
你是我毕生的爱,http://em.21dtv.com/songs/60088039.mkv
你是我的眼,http://em.21dtv.com/songs/60032125.mkv
你我好兄弟,http://em.21dtv.com/songs/60153518.mkv
诺言,http://em.21dtv.com/songs/60032818.mkv
你已不是你,http://em.21dtv.com/songs/60032413.mkv
偶像剧,http://em.21dtv.com/songs/60077043.mkv
陪伴没有距离,http://em.21dtv.com/songs/60033223.mkv
萍聚,http://em.21dtv.com/songs/60033643.mkv
亲爱的,http://em.21dtv.com/songs/60083624.mkv
青莲花,http://em.21dtv.com/songs/60133401.mkv
七情六慾,http://em.21dtv.com/songs/60033760.mkv
请说,http://em.21dtv.com/songs/60085625.mkv
全世界倾听你,http://em.21dtv.com/songs/60157462.mkv
全世界谁倾听你,http://em.21dtv.com/songs/60128125.mkv
青山绿水,http://em.21dtv.com/songs/60117809.mkv
恰似你的温柔,http://em.21dtv.com/songs/60034048.mkv
情陷红尘,http://em.21dtv.com/songs/60035394.mkv
倩影,http://em.21dtv.com/songs/60034363.mkv
七月雪,http://em.21dtv.com/songs/60086756.mkv
人辞故,http://em.21dtv.com/songs/60170314.mkv
remember,http://em.21dtv.com/songs/60004654.mkv
如果我变成一首歌,http://em.21dtv.com/songs/60116047.mkv
如果钟楼会说话,http://em.21dtv.com/songs/60131231.mkv
让世界毁灭,http://em.21dtv.com/songs/60129298.mkv
runaway mama(演唱会),http://em.21dtv.com/songs/60069134.mkv
热血无赖,http://em.21dtv.com/songs/60122898.mkv
愫,http://em.21dtv.com/songs/60040864.mkv
松绑,http://em.21dtv.com/songs/60091361.mkv
死撑,http://em.21dtv.com/songs/60077754.mkv
上帝没有帮助,http://em.21dtv.com/songs/60038013.mkv
输掉自己,http://em.21dtv.com/songs/60100157.mkv
思凡,http://em.21dtv.com/songs/60068681.mkv
顺风逆风,http://em.21dtv.com/songs/60088040.mkv
曙光,http://em.21dtv.com/songs/60086841.mkv
拾荒,http://em.21dtv.com/songs/60040381.mkv
上了天(无原唱),http://em.21dtv.com/songs/60038044.mkv
smart girl,http://em.21dtv.com/songs/60065689.mkv
生命的温泉(无原唱),http://em.21dtv.com/songs/60038556.mkv
神秘嘉宾,http://em.21dtv.com/songs/60038467.mkv
沙漠寂寞,http://em.21dtv.com/songs/60037461.mkv
失去爱还有什么,http://em.21dtv.com/songs/60077583.mkv
逝去的爱,http://em.21dtv.com/songs/60039545.mkv
随时可能流泪,http://em.21dtv.com/songs/60040942.mkv
三十年的迷茫,http://em.21dtv.com/songs/60157234.mkv
谁是谁非,http://em.21dtv.com/songs/60040101.mkv
手下留情,http://em.21dtv.com/songs/60039639.mkv
誓言谎言,http://em.21dtv.com/songs/60039580.mkv
傻子,http://em.21dtv.com/songs/60064828.mkv
死在你怀里,http://em.21dtv.com/songs/60157235.mkv
守住你前世的诺言,http://em.21dtv.com/songs/60062610.mkv
水中月,http://em.21dtv.com/songs/60083835.mkv
天将明,http://em.21dtv.com/songs/60116046.mkv
唐人街,http://em.21dtv.com/songs/60041497.mkv
突然想起你,http://em.21dtv.com/songs/60077979.mkv
天上的男人地上的女人,http://em.21dtv.com/songs/60119701.mkv
天上的男人 地上的女人,http://em.21dtv.com/songs/60118719.mkv
铁石心肠,http://em.21dtv.com/songs/60042488.mkv
天天爱日日愁,http://em.21dtv.com/songs/60042127.mkv
天堂口,http://em.21dtv.com/songs/60083900.mkv
太阳,http://em.21dtv.com/songs/60041369.mkv
天真有邪,http://em.21dtv.com/songs/60124128.mkv
晚安,http://em.21dtv.com/songs/60043207.mkv
我爱的人,http://em.21dtv.com/songs/60044557.mkv
我爱的人(演唱会),http://em.21dtv.com/songs/60066385.mkv
忘不了爱过的我,http://em.21dtv.com/songs/60111992.mkv
我的感情搏这厚,http://em.21dtv.com/songs/60045069.mkv
我的蓝,http://em.21dtv.com/songs/60045139.mkv
我的男主角,http://em.21dtv.com/songs/60045172.mkv
无解,http://em.21dtv.com/songs/60043253.mkv
我究竟到底算什么,http://em.21dtv.com/songs/60106999.mkv
忘记伤害我的人,http://em.21dtv.com/songs/60043551.mkv
我就是我,http://em.21dtv.com/songs/60045655.mkv
我可以,http://em.21dtv.com/songs/60045683.mkv
忘了你忘了我,http://em.21dtv.com/songs/60099323.mkv
外面的世界,http://em.21dtv.com/songs/60043072.mkv
我们家,http://em.21dtv.com/songs/60066415.mkv
完美先生,http://em.21dtv.com/songs/60061642.mkv
我没有醉,http://em.21dtv.com/songs/60045758.mkv
我们这一家,http://em.21dtv.com/songs/60066418.mkv
忘年生死恋,http://em.21dtv.com/songs/60043629.mkv
为钱赌性命,http://em.21dtv.com/songs/60044033.mkv
勿忘你,http://em.21dtv.com/songs/60130480.mkv
我为你伤心(演唱会),http://em.21dtv.com/songs/60046313.mkv
我想你了,http://em.21dtv.com/songs/60099300.mkv
我已经敢想你,http://em.21dtv.com/songs/60125774.mkv
我用全部的爱感谢你,http://em.21dtv.com/songs/60123668.mkv
我总是一个人在练习一个人,http://em.21dtv.com/songs/60061717.mkv
我只在乎你,http://em.21dtv.com/songs/60085949.mkv
我只在乎你(演唱会),http://em.21dtv.com/songs/60078423.mkv
心爱的再会啦,http://em.21dtv.com/songs/60095628.mkv
幸福很容易的,http://em.21dtv.com/songs/60111991.mkv
雪珂,http://em.21dtv.com/songs/60051700.mkv
想念,http://em.21dtv.com/songs/60086012.mkv
想你的心情没有尽头,http://em.21dtv.com/songs/60049124.mkv
心酸,http://em.21dtv.com/songs/60149537.mkv
歇斯底里,http://em.21dtv.com/songs/60049985.mkv
相思的烈酒,http://em.21dtv.com/songs/60048738.mkv
星闪闪,http://em.21dtv.com/songs/60084262.mkv
星星,http://em.21dtv.com/songs/60111993.mkv
下一秒,http://em.21dtv.com/songs/60093844.mkv
戏子,http://em.21dtv.com/songs/60078532.mkv
选择性失忆,http://em.21dtv.com/songs/60051625.mkv
想自由,http://em.21dtv.com/songs/60049308.mkv
诱,http://em.21dtv.com/songs/60068945.mkv
越爱越寂寞,http://em.21dtv.com/songs/60056573.mkv
拥抱不见得拥有,http://em.21dtv.com/songs/60054577.mkv
雨蝶,http://em.21dtv.com/songs/60055642.mkv
雨蝶+泪海+往事随风+明天的明天的明天,http://em.21dtv.com/songs/60079943.mkv
一点点,http://em.21dtv.com/songs/60124126.mkv
愿赌服输,http://em.21dtv.com/songs/60084481.mkv
越反越爱,http://em.21dtv.com/songs/60068965.mkv
勇敢的爱,http://em.21dtv.com/songs/60054827.mkv
夜空(演唱会),http://em.21dtv.com/songs/60052584.mkv
有理取闹,http://em.21dtv.com/songs/60111994.mkv
月亮惹的祸,http://em.21dtv.com/songs/60056423.mkv
You,http://em.21dtv.com/songs/60167712.mkv
一千零一夜,http://em.21dtv.com/songs/60053410.mkv
眼色,http://em.21dtv.com/songs/60052093.mkv
雨伞代表阮心肝,http://em.21dtv.com/songs/60098492.mkv
翊往情深,http://em.21dtv.com/songs/60097426.mkv
拥有,http://em.21dtv.com/songs/60079233.mkv
一言难尽,http://em.21dtv.com/songs/60084376.mkv
永远永远,http://em.21dtv.com/songs/60054796.mkv
胭脂泪,http://em.21dtv.com/songs/60051929.mkv
有种伤害叫无心,http://em.21dtv.com/songs/60166696.mkv
隐藏想念,http://em.21dtv.com/songs/60097438.mkv
早安小猫,http://em.21dtv.com/songs/60067775.mkv
最爱最恨都是你(演唱会),http://em.21dtv.com/songs/60060119.mkv
找不到人天荒地老,http://em.21dtv.com/songs/60057664.mkv
再别康桥,http://em.21dtv.com/songs/60061869.mkv
长大的童话,http://em.21dtv.com/songs/60130482.mkv
纸短情长,http://em.21dtv.com/songs/60166861.mkv
罪过,http://em.21dtv.com/songs/60060468.mkv
走过来时不该走的路,http://em.21dtv.com/songs/60059892.mkv
再回首,http://em.21dtv.com/songs/60056762.mkv
早开的晚霞,http://em.21dtv.com/songs/60086215.mkv
早开的晚霞(演唱会),http://em.21dtv.com/songs/60062661.mkv
醉千年,http://em.21dtv.com/songs/60165060.mkv
自然醒,http://em.21dtv.com/songs/60059733.mkv
自首,http://em.21dtv.com/songs/60059147.mkv
这样的我,http://em.21dtv.com/songs/60057886.mkv
只有分离,http://em.21dtv.com/songs/60058581.mkv
昨夜梦醒时,http://em.21dtv.com/songs/60060613.mkv
自在,http://em.21dtv.com/songs/60094945.mkv
珍重再见,http://em.21dtv.com/songs/60058015.mkv

林忆莲,#genre#
爱不了多久,http://em.21dtv.com/songs/60084791.mkv
爱不像你这么说,http://em.21dtv.com/songs/60007030.mkv
爱的怀念(演唱会),http://em.21dtv.com/songs/60007256.mkv
爱的世界(演唱会),http://em.21dtv.com/songs/60007367.mkv
爱的太认真,http://em.21dtv.com/songs/60114611.mkv
爱过就是完全(演唱会),http://em.21dtv.com/songs/60007543.mkv
爱甲这呢痛,http://em.21dtv.com/songs/60007636.mkv
爱了多久,http://em.21dtv.com/songs/60099326.mkv
爱了再说,http://em.21dtv.com/songs/60089373.mkv
暧昧过后,http://em.21dtv.com/songs/60129254.mkv
爱你爱得最深情的时候,http://em.21dtv.com/songs/60007798.mkv
爱你却为何离开你,http://em.21dtv.com/songs/60089993.mkv
爱情,http://em.21dtv.com/songs/60062613.mkv
爱情的余温,http://em.21dtv.com/songs/60008194.mkv
爱情恋曲,http://em.21dtv.com/songs/60091455.mkv
爱情鸟,http://em.21dtv.com/songs/60008336.mkv
爱情鸟信箱,http://em.21dtv.com/songs/60091422.mkv
爱如歌,http://em.21dtv.com/songs/60091454.mkv
暗示,http://em.21dtv.com/songs/60009399.mkv
爱上你的爱,http://em.21dtv.com/songs/60008659.mkv
爱上一个不回家的人,http://em.21dtv.com/songs/60008722.mkv
爱上一个不回家的人(演唱会),http://em.21dtv.com/songs/60061014.mkv
爱上一个人不回家的人,http://em.21dtv.com/songs/60088099.mkv
嗳哟,http://em.21dtv.com/songs/60009297.mkv
爱在2000,http://em.21dtv.com/songs/60009151.mkv
爱在别离中,http://em.21dtv.com/songs/60092369.mkv
爱在你意想不到的地方,http://em.21dtv.com/songs/60009181.mkv
不不不(演唱会),http://em.21dtv.com/songs/60011019.mkv
不必在乎我是谁,http://em.21dtv.com/songs/60011008.mkv
better man,http://em.21dtv.com/songs/60000571.mkv
better man(演唱会),http://em.21dtv.com/songs/60000568.mkv
别告诉我你曾哭过,http://em.21dtv.com/songs/60010578.mkv
不敢奢想改变你,http://em.21dtv.com/songs/60168377.mkv
不会结束的故事,http://em.21dtv.com/songs/60011157.mkv
不还你,http://em.21dtv.com/songs/60011138.mkv
北京童谣,http://em.21dtv.com/songs/60081931.mkv
背靠背,http://em.21dtv.com/songs/60010247.mkv
把你放在我心中,http://em.21dtv.com/songs/60009569.mkv
被你牵引,http://em.21dtv.com/songs/60092874.mkv
背叛的女人,http://em.21dtv.com/songs/60087385.mkv
别让爱情不值钱,http://em.21dtv.com/songs/60129251.mkv
不如重新开始,http://em.21dtv.com/songs/60011344.mkv
不如重新开始(演唱会),http://em.21dtv.com/songs/60061068.mkv
本色,http://em.21dtv.com/songs/60010328.mkv
本色(演唱会),http://em.21dtv.com/songs/60010327.mkv
不舍不弃(演唱会),http://em.21dtv.com/songs/60011350.mkv
不适合,http://em.21dtv.com/songs/60129249.mkv
不是你的猫咪,http://em.21dtv.com/songs/60011374.mkv
闭上眼睛去旅行,http://em.21dtv.com/songs/60089366.mkv
伴我同行,http://em.21dtv.com/songs/60091420.mkv
不许哭,http://em.21dtv.com/songs/60116048.mkv
不要道歉,http://em.21dtv.com/songs/60090018.mkv
不应该的爱,http://em.21dtv.com/songs/60011686.mkv
毕业卡片,http://em.21dtv.com/songs/60010423.mkv
不要拿我和他做比较,http://em.21dtv.com/songs/60011582.mkv
不再为你等待,http://em.21dtv.com/songs/60011751.mkv
宠爱,http://em.21dtv.com/songs/60012876.mkv
崇拜,http://em.21dtv.com/songs/60133871.mkv
词不达意(演唱会),http://em.21dtv.com/songs/60075006.mkv
匆匆,http://em.21dtv.com/songs/60013477.mkv
匆匆(演唱会),http://em.21dtv.com/songs/60012665.mkv
春风吻上我的脸,http://em.21dtv.com/songs/60013251.mkv
晨光,http://em.21dtv.com/songs/60168272.mkv
成功绝对有机会,http://em.21dtv.com/songs/60012550.mkv
成功靠自己,http://em.21dtv.com/songs/60012552.mkv
潮剧 彼此已非旧时人,http://em.21dtv.com/songs/60167110.mkv
潮剧 北风紧催步履忙,http://em.21dtv.com/songs/60167107.mkv
潮剧 告阿娘得知机,http://em.21dtv.com/songs/60167108.mkv
潮剧 情思万缕拆向谁,http://em.21dtv.com/songs/60167111.mkv
潮剧 未代皇后情可悲,http://em.21dtv.com/songs/60167113.mkv
潮剧 一草一木感情深,http://em.21dtv.com/songs/60167106.mkv
潮剧 愿儿绝处逢生路,http://em.21dtv.com/songs/60167112.mkv
潮剧 哑女诉冤,http://em.21dtv.com/songs/60167109.mkv
潮剧 犹似寒冬屋檐水,http://em.21dtv.com/songs/60167114.mkv
潮剧 真情反遭无情害,http://em.21dtv.com/songs/60167115.mkv
初恋,http://em.21dtv.com/songs/60012999.mkv
沉沦(新版),http://em.21dtv.com/songs/60096721.mkv
沉沦(演唱会),http://em.21dtv.com/songs/60012500.mkv
赤裸的秘密(新版),http://em.21dtv.com/songs/60097551.mkv
赤裸的秘密(演唱会),http://em.21dtv.com/songs/60012814.mkv
存在,http://em.21dtv.com/songs/60013620.mkv
存在(演唱会),http://em.21dtv.com/songs/60013615.mkv
打不开的锁(演唱会),http://em.21dtv.com/songs/60013750.mkv
到不了,http://em.21dtv.com/songs/60114194.mkv
对不起我想你,http://em.21dtv.com/songs/60129252.mkv
对不起谢谢你,http://em.21dtv.com/songs/60016002.mkv
点唱机(新版),http://em.21dtv.com/songs/60097028.mkv
点唱机(演唱会),http://em.21dtv.com/songs/60015296.mkv
等待的情人,http://em.21dtv.com/songs/60014901.mkv
多得他,http://em.21dtv.com/songs/60133870.mkv
滴汗(演唱会),http://em.21dtv.com/songs/60015078.mkv
diva(演唱会),http://em.21dtv.com/songs/60001250.mkv
多久,http://em.21dtv.com/songs/60091449.mkv
冬季来的女人(演唱会),http://em.21dtv.com/songs/60015575.mkv
大家来跳舞(演唱会),http://em.21dtv.com/songs/60014016.mkv
对你的思念总是特别深,http://em.21dtv.com/songs/60016042.mkv
等你说爱我,http://em.21dtv.com/songs/60015010.mkv
东坡问月,http://em.21dtv.com/songs/60164350.mkv
多情多烦恼,http://em.21dtv.com/songs/60016158.mkv
躲起来(演唱会),http://em.21dtv.com/songs/60016253.mkv
带上你的故事跟我走,http://em.21dtv.com/songs/60089362.mkv
都市心(演唱会),http://em.21dtv.com/songs/60015699.mkv
但我已给你,http://em.21dtv.com/songs/60014411.mkv
多谢(演唱会),http://em.21dtv.com/songs/60016215.mkv
多些那些,http://em.21dtv.com/songs/60016214.mkv
第一次,http://em.21dtv.com/songs/60015236.mkv
儋州风华,http://em.21dtv.com/songs/60164351.mkv
笛子姑娘,http://em.21dtv.com/songs/60120668.mkv
带着你的故事跟我走,http://em.21dtv.com/songs/60014288.mkv
等着你回来(演唱会),http://em.21dtv.com/songs/60082835.mkv
非爱不可,http://em.21dtv.com/songs/60016907.mkv
丰碑,http://em.21dtv.com/songs/60105981.mkv
风吹过的夏天,http://em.21dtv.com/songs/60017249.mkv
飞的理由,http://em.21dtv.com/songs/60016795.mkv
fever(演唱会),http://em.21dtv.com/songs/60082150.mkv
分分钟需要你,http://em.21dtv.com/songs/60121820.mkv
粉红色的一生(演唱会),http://em.21dtv.com/songs/60082907.mkv
风继续吹,http://em.21dtv.com/songs/60125224.mkv
分开的意思,http://em.21dtv.com/songs/60017009.mkv
疯了(演唱会),http://em.21dtv.com/songs/60017558.mkv
粉饰太平,http://em.21dtv.com/songs/60017181.mkv
飞翔,http://em.21dtv.com/songs/60016860.mkv
风雨同路(演唱会),http://em.21dtv.com/songs/60017421.mkv
风筝,http://em.21dtv.com/songs/60017462.mkv
放纵(演唱会),http://em.21dtv.com/songs/60016759.mkv
放纵全部的爱,http://em.21dtv.com/songs/60016761.mkv
告别昨日,http://em.21dtv.com/songs/60018283.mkv
歌词(演唱会),http://em.21dtv.com/songs/60018375.mkv
光辉岁月(演唱会),http://em.21dtv.com/songs/60019284.mkv
感激清风,http://em.21dtv.com/songs/60017965.mkv
感觉完美(演唱会),http://em.21dtv.com/songs/60017984.mkv
归零,http://em.21dtv.com/songs/60168273.mkv
搁浅,http://em.21dtv.com/songs/60018341.mkv
感情不老(演唱会),http://em.21dtv.com/songs/60017995.mkv
钢琴后的人,http://em.21dtv.com/songs/60018148.mkv
感情行无步,http://em.21dtv.com/songs/60018019.mkv
告诉明天再次辉煌,http://em.21dtv.com/songs/60089992.mkv
该是休息的时候,http://em.21dtv.com/songs/60017816.mkv
盖亚,http://em.21dtv.com/songs/60069403.mkv
赶走心里的鬼,http://em.21dtv.com/songs/60091423.mkv
好春宵(演唱会),http://em.21dtv.com/songs/60019977.mkv
回到原来,http://em.21dtv.com/songs/60022098.mkv
活该,http://em.21dtv.com/songs/60022102.mkv
黄昏,http://em.21dtv.com/songs/60021176.mkv
火火的歌谣,http://em.21dtv.com/songs/60022436.mkv
好久不见,http://em.21dtv.com/songs/60123665.mkv
幻觉动物,http://em.21dtv.com/songs/60168274.mkv
回家对着你妈妈(演唱会),http://em.21dtv.com/songs/60022122.mkv
好聚好散,http://em.21dtv.com/songs/60020070.mkv
海阔天空,http://em.21dtv.com/songs/60116049.mkv
海阔天空(演唱会),http://em.21dtv.com/songs/60075644.mkv
哈罗感觉(演唱会),http://em.21dtv.com/songs/60019557.mkv
好人有限,http://em.21dtv.com/songs/60092898.mkv
灰色(演唱会),http://em.21dtv.com/songs/60022032.mkv
还是不要说抱歉,http://em.21dtv.com/songs/60019603.mkv
灰色的逃脱,http://em.21dtv.com/songs/60091453.mkv
化身孤岛的鲸,http://em.21dtv.com/songs/60109443.mkv
红色高跟鞋,http://em.21dtv.com/songs/60151058.mkv
灰色化妆,http://em.21dtv.com/songs/60022043.mkv
花眼泪,http://em.21dtv.com/songs/60099327.mkv
花之色(演唱会),http://em.21dtv.com/songs/60021556.mkv
讲多错多(演唱会),http://em.21dtv.com/songs/60023415.mkv
给等最久的人(演唱会),http://em.21dtv.com/songs/60018478.mkv
决绝,http://em.21dtv.com/songs/60024784.mkv
决绝(演唱会),http://em.21dtv.com/songs/60024783.mkv
就连想念都无力,http://em.21dtv.com/songs/60129253.mkv
寂寞独白,http://em.21dtv.com/songs/60091421.mkv
寂寞的独白,http://em.21dtv.com/songs/60022838.mkv
寂寞流星群,http://em.21dtv.com/songs/60022902.mkv
寂寞流星群(演唱会),http://em.21dtv.com/songs/60022900.mkv
寂寞拥挤,http://em.21dtv.com/songs/60070792.mkv
江南渡口,http://em.21dtv.com/songs/60157372.mkv
给你自己,http://em.21dtv.com/songs/60091456.mkv
激情(演唱会),http://em.21dtv.com/songs/60022539.mkv
假如让你吻下去,http://em.21dtv.com/songs/60023111.mkv
今生难得有情人,http://em.21dtv.com/songs/60023793.mkv
决心,http://em.21dtv.com/songs/60024791.mkv
决心(演唱会),http://em.21dtv.com/songs/60024788.mkv
尽在不言中+花之色(演唱会),http://em.21dtv.com/songs/60024144.mkv
哭,http://em.21dtv.com/songs/60025542.mkv
哭(新版),http://em.21dtv.com/songs/60096577.mkv
哭(演唱会),http://em.21dtv.com/songs/60025539.mkv
克卜勒,http://em.21dtv.com/songs/60132615.mkv
烤串兄弟,http://em.21dtv.com/songs/60166009.mkv
靠近你温暖我,http://em.21dtv.com/songs/60025200.mkv
靠近你温柔的我,http://em.21dtv.com/songs/60088088.mkv
